,MasterGame,Team1,Team2,T1S,T1G,T1B,T2S,T2G,T2B,venue,localtime,round,is_final,year,T1SS,T2SS,ssmargin,Own_Game_Number,Opp_Game_Number,date,Margin,T1_Days_Since_Last_Game,T2_Days_Since_Last_Game,T1_Xscore,T2_Xscore,T1_Game_at_Venue,T2_Game_at_Venue,T1status,T2status,Previous_Own_Orating,Previous_Own_Drating,Previous_Opp_Orating,Previous_Opp_Drating,New_Own_Orating,New_Own_Drating,New_Opp_Orating,New_Opp_Drating,Expected_Margin,Win_Prob
4068,2035,Geelong,St Kilda,76,10,16,68,9,14,Kardinia Park,2024-03-16 19:30:00,1,0,2024,26,23,3,237,219,2024-03-16 19:30:00,8,203.0,189.0,97.77,89.58,48,4,Home,Away,10.76,4.06,-3.61,2.73,24.34,-9.23,9.68,-10.86,7.85,0.54
4069,2035,St Kilda,Geelong,68,9,14,76,10,16,Kardinia Park,2024-03-16 19:30:00,1,0,2024,23,26,3,219,237,2024-03-16 19:30:00,-8,189.0,203.0,89.58,97.77,4,48,Away,Home,-3.61,2.73,10.76,4.06,9.68,-10.86,24.34,-9.23,-7.85,0.46
4070,2036,Western Bulldogs,Melbourne,64,9,10,109,16,13,M.C.G.,2024-03-17 13:00:00,1,0,2024,19,29,10,228,228,2024-03-17 13:00:00,-45,203.0,9.0,70.26,87.58,22,117,Away,Home,5.96,5.8,-7.97,5.6,-1.14,-8.43,6.26,12.7,7.06,0.54
4071,2036,Melbourne,Western Bulldogs,109,16,13,64,9,10,M.C.G.,2024-03-17 13:00:00,1,0,2024,29,19,10,228,228,2024-03-17 13:00:00,45,9.0,203.0,87.58,70.26,117,22,Home,Away,-7.97,5.6,5.96,5.8,6.26,12.7,-1.14,-8.43,-7.06,0.46
4072,2037,West Coast,Port Adelaide,70,10,10,120,16,24,Adelaide Oval,2024-03-17 15:30:00,1,0,2024,20,40,20,228,226,2024-03-17 16:00:00,-50,203.0,182.0,73.78,127.07,17,123,Away,Home,-29.15,-50.28,20.57,5.4,-17.91,-62.03,32.33,-5.84,-52.7,0.25
4073,2037,Port Adelaide,West Coast,120,16,24,70,10,10,Adelaide Oval,2024-03-17 15:30:00,1,0,2024,40,20,20,226,228,2024-03-17 16:00:00,50,182.0,203.0,127.07,73.78,123,17,Home,Away,20.57,5.4,-29.15,-50.28,32.33,-5.84,-17.91,-62.03,52.7,0.75
4074,2038,Brisbane Lions,Fremantle,70,10,10,93,14,9,Perth Stadium,2024-03-17 15:50:00,1,0,2024,20,23,3,228,222,2024-03-17 18:50:00,-23,8.0,204.0,71.17,85.76,5,55,Away,Home,20.57,19.28,-0.14,0.35,5.56,4.19,14.95,15.36,19.82,0.6
4075,2038,Fremantle,Brisbane Lions,93,14,9,70,10,10,Perth Stadium,2024-03-17 15:50:00,1,0,2024,23,20,3,222,228,2024-03-17 18:50:00,23,204.0,8.0,85.76,71.17,55,5,Home,Away,-0.14,0.35,20.57,19.28,14.95,15.36,5.56,4.19,-19.82,0.4
4076,2039,Collingwood,St Kilda,79,12,7,94,14,10,M.C.G.,2024-03-21 19:30:00,2,0,2024,19,24,5,232,220,2024-03-21 19:30:00,-15,5.0,5.0,67.68,75.4,139,23,Away,Home,-1.52,-6.18,9.68,-10.86,-13.18,2.07,1.44,0.8,-3.26,0.48
4077,2039,St Kilda,Collingwood,94,14,10,79,12,7,M.C.G.,2024-03-21 19:30:00,2,0,2024,24,19,5,220,232,2024-03-21 19:30:00,15,5.0,5.0,75.4,67.68,23,139,Home,Away,9.68,-10.86,-1.52,-6.18,1.44,0.8,-13.18,2.07,3.26,0.52
4078,2040,Adelaide,Geelong,77,11,11,96,14,12,Adelaide Oval,2024-03-22 19:10:00,2,0,2024,22,26,4,224,238,2024-03-22 19:40:00,-19,5.0,6.0,85.16,77.59,121,19,Home,Away,-6.4,22.89,24.34,-9.23,-2.18,23.93,23.3,-13.45,0.68,0.5
4079,2040,Geelong,Adelaide,96,14,12,77,11,11,Adelaide Oval,2024-03-22 19:10:00,2,0,2024,26,22,4,238,224,2024-03-22 19:40:00,19,6.0,5.0,77.59,85.16,19,121,Away,Home,24.34,-9.23,-6.4,22.89,23.3,-13.45,-2.18,23.93,-0.68,0.5
4080,2041,North Melbourne,Fremantle,76,11,10,102,15,12,Docklands,2024-03-23 13:45:00,2,0,2024,21,27,6,223,223,2024-03-23 13:45:00,-26,6.0,5.0,77.33,97.11,93,25,Home,Away,-23.22,-64.41,14.95,15.36,-9.16,-48.49,-0.97,1.3,-58.97,0.22
4081,2041,Fremantle,North Melbourne,102,15,12,76,11,10,Docklands,2024-03-23 13:45:00,2,0,2024,27,21,6,223,223,2024-03-23 13:45:00,26,5.0,6.0,97.11,77.33,25,93,Away,Home,14.95,15.36,-23.22,-64.41,-0.97,1.3,-9.16,-48.49,58.97,0.78
4082,2042,Melbourne,Hawthorn,93,14,9,38,5,8,M.C.G.,2024-03-23 16:35:00,2,0,2024,23,13,10,229,228,2024-03-23 16:35:00,55,6.0,7.0,77.63,48.55,118,98,Away,Home,6.26,12.7,3.85,-7.52,0.52,32.03,-15.49,-1.78,11.31,0.56
4083,2042,Hawthorn,Melbourne,38,5,8,93,14,9,M.C.G.,2024-03-23 16:35:00,2,0,2024,13,23,10,228,229,2024-03-23 16:35:00,-55,7.0,6.0,48.55,77.63,98,118,Home,Away,3.85,-7.52,6.26,12.7,-15.49,-1.78,0.52,32.03,-11.31,0.44
4084,2043,Essendon,Sydney,101,15,11,131,19,17,S.C.G.,2024-03-23 19:30:00,2,0,2024,26,36,10,222,235,2024-03-23 19:30:00,-30,7.0,7.0,92.89,117.0,9,100,Away,Home,-3.37,-17.22,32.65,24.44,18.48,-27.8,43.24,2.59,-38.84,0.31
4085,2043,Sydney,Essendon,131,19,17,101,15,11,S.C.G.,2024-03-23 19:30:00,2,0,2024,36,26,10,235,222,2024-03-23 19:30:00,30,7.0,7.0,117.0,92.89,100,9,Home,Away,32.65,24.44,-3.37,-17.22,43.24,2.59,18.48,-27.8,38.84,0.69
4086,2044,Gold Coast,Western Bulldogs,67,10,7,115,18,7,Eureka Stadium,2024-03-24 13:00:00,2,0,2024,17,25,8,218,229,2024-03-24 13:00:00,-48,7.0,7.0,59.25,105.02,3,9,Away,Home,-0.21,43.45,-1.14,-8.43,-17.9,5.93,36.38,9.27,26.41,0.64
4087,2044,Western Bulldogs,Gold Coast,115,18,7,67,10,7,Eureka Stadium,2024-03-24 13:00:00,2,0,2024,25,17,8,229,218,2024-03-24 13:00:00,48,7.0,7.0,105.02,59.25,9,3,Home,Away,-1.14,-8.43,-0.21,43.45,36.38,9.27,-17.9,5.93,-26.41,0.36
4088,2045,Greater Western Sydney,West Coast,108,16,12,43,5,13,Perth Stadium,2024-03-24 15:50:00,2,0,2024,28,18,10,234,229,2024-03-24 18:50:00,65,8.0,7.0,94.9,47.16,9,60,Away,Home,41.89,-2.89,-17.91,-62.03,14.83,15.19,-36.0,-34.97,59.47,0.78
4089,2045,West Coast,Greater Western Sydney,43,5,13,108,16,12,Perth Stadium,2024-03-24 15:50:00,2,0,2024,18,28,10,229,234,2024-03-24 18:50:00,-65,7.0,8.0,47.16,94.9,60,9,Home,Away,-17.91,-62.03,41.89,-2.89,-36.0,-34.97,14.83,15.19,-59.47,0.22
4090,2046,Port Adelaide,Richmond,122,18,14,92,13,14,M.C.G.,2024-03-24 16:00:00,2,0,2024,32,27,5,227,233,2024-03-24 16:00:00,30,7.0,9.0,129.14,82.64,20,130,Away,Home,32.33,-5.84,-8.1,-31.18,46.94,-10.04,-3.91,-45.79,32.88,0.67
4091,2046,Richmond,Port Adelaide,92,13,14,122,18,14,M.C.G.,2024-03-24 16:00:00,2,0,2024,27,32,5,233,227,2024-03-24 16:00:00,-30,9.0,7.0,82.64,129.14,130,20,Home,Away,-8.1,-31.18,32.33,-5.84,-3.91,-45.79,46.94,-10.04,-32.88,0.33
4092,2047,Brisbane Lions,Collingwood,72,10,12,92,14,8,Gabba,2024-03-28 18:30:00,3,0,2024,22,22,0,229,233,2024-03-28 19:30:00,-20,11.0,7.0,64.12,71.36,116,16,Home,Away,5.56,4.19,-13.18,2.07,-5.1,3.03,-12.01,12.73,10.43,0.55
4093,2047,Collingwood,Brisbane Lions,92,14,8,72,10,12,Gabba,2024-03-28 18:30:00,3,0,2024,22,22,0,233,229,2024-03-28 19:30:00,20,7.0,11.0,71.36,64.12,16,116,Away,Home,-13.18,2.07,5.56,4.19,-12.01,12.73,-5.1,3.03,-10.43,0.45
4094,2048,North Melbourne,Carlton,81,12,9,137,21,11,Docklands,2024-03-29 16:20:00,3,0,2024,21,32,11,224,221,2024-03-29 16:20:00,-56,6.0,14.0,72.53,123.5,94,63,Home,Away,-9.16,-48.49,2.7,-9.59,-13.16,-61.62,15.83,-5.59,-25.38,0.37
4095,2048,Carlton,North Melbourne,137,21,11,81,12,9,Docklands,2024-03-29 16:20:00,3,0,2024,32,21,11,221,224,2024-03-29 16:20:00,56,14.0,6.0,123.5,72.53,63,94,Away,Home,2.7,-9.59,-9.16,-48.49,15.83,-5.59,-13.16,-61.62,25.38,0.63
4096,2049,Fremantle,Adelaide,69,9,15,34,4,10,Perth Stadium,2024-03-29 16:30:00,3,0,2024,24,14,10,224,225,2024-03-29 19:30:00,35,6.0,6.0,80.57,41.13,56,5,Home,Away,-0.97,1.3,-2.18,23.93,8.86,25.03,-25.91,14.11,-10.71,0.44
4097,2049,Adelaide,Fremantle,34,4,10,69,9,15,Perth Stadium,2024-03-29 16:30:00,3,0,2024,14,24,10,225,224,2024-03-29 19:30:00,-35,6.0,6.0,41.13,80.57,5,56,Away,Home,-2.18,23.93,-0.97,1.3,-25.91,14.11,8.86,25.03,10.71,0.56
4098,2050,St Kilda,Essendon,67,9,13,71,10,11,Docklands,2024-03-30 16:20:00,3,0,2024,22,21,1,221,223,2024-03-30 16:20:00,-4,8.0,6.0,83.94,77.58,107,70,Away,Home,1.44,0.8,18.48,-27.8,-4.58,7.2,12.07,-21.78,5.78,0.53
4099,2050,Essendon,St Kilda,71,10,11,67,9,13,Docklands,2024-03-30 16:20:00,3,0,2024,21,22,1,223,221,2024-03-30 16:20:00,4,6.0,8.0,77.58,83.94,70,107,Home,Away,18.48,-27.8,1.44,0.8,12.07,-21.78,-4.58,7.2,-5.78,0.47
4100,2051,Melbourne,Port Adelaide,96,15,6,89,13,11,Adelaide Oval,2024-03-30 19:00:00,3,0,2024,21,24,3,230,228,2024-03-30 19:30:00,7,7.0,6.0,65.16,93.87,17,124,Away,Home,0.52,32.03,46.94,-10.04,-11.81,26.6,52.37,2.29,-2.18,0.49
4101,2051,Port Adelaide,Melbourne,89,13,11,96,15,6,Adelaide Oval,2024-03-30 19:00:00,3,0,2024,24,21,3,228,230,2024-03-30 19:30:00,-7,6.0,7.0,93.87,65.16,124,17,Home,Away,46.94,-10.04,0.52,32.03,52.37,2.29,-11.81,26.6,2.18,0.51
4102,2052,West Coast,Western Bulldogs,30,3,12,106,16,10,Docklands,2024-03-31 13:00:00,3,0,2024,15,26,11,230,230,2024-03-31 13:00:00,-76,6.0,7.0,56.38,91.91,23,103,Away,Home,-36.0,-34.97,36.38,9.27,-35.53,-20.2,21.6,8.8,-58.31,0.23
4103,2052,Western Bulldogs,West Coast,106,16,10,30,3,12,Docklands,2024-03-31 13:00:00,3,0,2024,26,15,11,230,230,2024-03-31 13:00:00,76,7.0,6.0,91.91,56.38,103,23,Home,Away,36.38,9.27,-36.0,-34.97,21.6,8.8,-35.53,-20.2,58.31,0.77
4104,2053,Richmond,Sydney,82,11,16,77,11,11,M.C.G.,2024-03-31 16:00:00,3,0,2024,27,22,5,234,236,2024-03-31 16:00:00,5,7.0,7.0,77.81,76.85,131,32,Home,Away,-3.91,-45.79,43.24,2.59,-2.07,-15.03,12.48,0.75,-47.76,0.27
4105,2053,Sydney,Richmond,77,11,11,82,11,16,M.C.G.,2024-03-31 16:00:00,3,0,2024,22,27,5,236,234,2024-03-31 16:00:00,-5,7.0,7.0,76.85,77.81,32,131,Away,Home,43.24,2.59,-3.91,-45.79,12.48,0.75,-2.07,-15.03,47.76,0.73
4106,2054,Hawthorn,Geelong,70,10,10,106,17,4,M.C.G.,2024-04-01 15:20:00,3,0,2024,20,21,1,229,239,2024-04-01 15:20:00,-36,8.0,9.0,74.78,78.93,99,63,Home,Away,-15.49,-1.78,23.3,-13.45,-17.16,6.2,15.33,-11.77,-13.56,0.43
4107,2054,Geelong,Hawthorn,106,17,4,70,10,10,M.C.G.,2024-04-01 15:20:00,3,0,2024,21,20,1,239,229,2024-04-01 15:20:00,36,9.0,8.0,78.93,74.78,63,99,Away,Home,23.3,-13.45,-15.49,-1.78,15.33,-11.77,-17.16,6.2,13.56,0.57
4108,2055,Melbourne,Adelaide,78,10,18,63,8,15,Adelaide Oval,2024-04-04 19:10:00,4,0,2024,28,23,5,231,226,2024-04-04 19:40:00,15,5.0,6.0,85.63,81.05,18,122,Away,Home,-11.81,26.6,-25.91,14.11,0.09,9.6,-8.92,2.21,13.3,0.57
4109,2055,Adelaide,Melbourne,63,8,15,78,10,18,Adelaide Oval,2024-04-04 19:10:00,4,0,2024,23,28,5,226,231,2024-04-04 19:40:00,-15,6.0,5.0,81.05,85.63,122,18,Home,Away,-25.91,14.11,-11.81,26.6,-8.92,2.21,0.09,9.6,-13.3,0.43
4110,2056,Brisbane Lions,North Melbourne,112,16,16,42,6,6,Norwood Oval,2024-04-05 16:40:00,4,0,2024,32,12,20,230,225,2024-04-05 17:10:00,70,7.0,7.0,135.65,42.03,1,1,Home,Away,-5.1,3.03,-13.16,-61.62,11.95,19.49,-29.62,-78.67,36.35,0.68
4111,2056,North Melbourne,Brisbane Lions,42,6,6,112,16,16,Norwood Oval,2024-04-05 16:40:00,4,0,2024,12,32,20,225,230,2024-04-05 17:10:00,-70,7.0,7.0,42.03,135.65,1,1,Away,Home,-13.16,-61.62,-5.1,3.03,-29.62,-78.67,11.95,19.49,-36.35,0.32
4112,2057,Essendon,Port Adelaide,42,6,6,111,17,9,Adelaide Oval,2024-04-05 19:40:00,4,0,2024,12,26,14,224,229,2024-04-05 20:10:00,-69,6.0,6.0,40.27,89.93,14,125,Away,Home,12.07,-21.78,52.37,2.29,-13.02,-6.92,37.5,27.38,-32.18,0.34
4113,2057,Port Adelaide,Essendon,111,17,9,42,6,6,Adelaide Oval,2024-04-05 19:40:00,4,0,2024,26,12,14,229,224,2024-04-05 20:10:00,69,6.0,6.0,89.93,40.27,125,14,Home,Away,52.37,2.29,12.07,-21.78,37.5,27.38,-13.02,-6.92,32.18,0.66
4114,2058,Sydney,West Coast,104,15,14,78,11,12,Adelaide Hills,2024-04-06 13:00:00,4,0,2024,29,23,6,237,231,2024-04-06 13:30:00,26,5.0,6.0,102.86,90.97,1,1,Away,Home,12.48,0.75,-35.53,-20.2,17.32,-17.31,-17.47,-25.04,34.48,0.67
4115,2058,West Coast,Sydney,78,11,12,104,15,14,Adelaide Hills,2024-04-06 13:00:00,4,0,2024,23,29,6,231,237,2024-04-06 13:30:00,-26,6.0,5.0,90.97,102.86,1,1,Home,Away,-35.53,-20.2,12.48,0.75,-17.47,-25.04,17.32,-17.31,-34.48,0.33
4116,2059,Carlton,Fremantle,73,10,13,63,9,9,Adelaide Oval,2024-04-06 15:50:00,4,0,2024,23,18,5,222,225,2024-04-06 16:20:00,10,8.0,7.0,81.04,74.62,8,14,Away,Home,15.83,-5.59,8.86,25.03,20.14,0.77,2.49,20.71,-11.83,0.44
4117,2059,Fremantle,Carlton,63,9,9,73,10,13,Adelaide Oval,2024-04-06 15:50:00,4,0,2024,18,23,5,225,222,2024-04-06 16:20:00,-10,7.0,8.0,74.62,81.04,14,8,Home,Away,8.86,25.03,15.83,-5.59,2.49,20.71,20.14,0.77,11.83,0.56
4118,2060,Western Bulldogs,Geelong,91,14,7,95,14,11,Adelaide Oval,2024-04-06 19:40:00,4,0,2024,21,25,4,231,240,2024-04-06 20:10:00,-4,6.0,5.0,93.41,83.0,14,20,Home,Away,21.6,8.8,15.33,-11.77,20.71,7.93,16.19,-10.87,13.42,0.57
4119,2060,Geelong,Western Bulldogs,95,14,11,91,14,7,Adelaide Oval,2024-04-06 19:40:00,4,0,2024,25,21,4,240,231,2024-04-06 20:10:00,4,5.0,6.0,83.0,93.41,20,14,Away,Home,15.33,-11.77,21.6,8.8,16.19,-10.87,20.71,7.93,-13.42,0.43
4120,2061,Gold Coast,Greater Western Sydney,89,13,11,117,18,9,Adelaide Hills,2024-04-07 12:00:00,4,0,2024,24,27,3,219,235,2024-04-07 12:30:00,-28,13.0,13.0,87.61,102.84,1,1,Home,Away,-17.9,5.93,14.83,15.19,-2.75,-5.84,26.6,0.04,-21.0,0.39
4121,2061,Greater Western Sydney,Gold Coast,117,18,9,89,13,11,Adelaide Hills,2024-04-07 12:00:00,4,0,2024,27,24,3,235,219,2024-04-07 12:30:00,28,13.0,13.0,102.84,87.61,1,1,Away,Home,14.83,15.19,-17.9,5.93,26.6,0.04,-2.75,-5.84,21.0,0.61
4122,2062,Richmond,St Kilda,60,9,6,67,9,13,Norwood Oval,2024-04-07 14:50:00,4,0,2024,15,22,7,235,222,2024-04-07 15:20:00,-7,6.0,7.0,53.26,75.73,1,1,Home,Away,-2.07,-15.03,-4.58,7.2,-14.01,-10.47,-9.14,19.14,-9.86,0.45
4123,2062,St Kilda,Richmond,67,9,13,60,9,6,Norwood Oval,2024-04-07 14:50:00,4,0,2024,22,15,7,222,235,2024-04-07 15:20:00,7,7.0,6.0,75.73,53.26,1,1,Away,Home,-4.58,7.2,-2.07,-15.03,-9.14,19.14,-14.01,-10.47,9.86,0.55
4124,2063,Hawthorn,Collingwood,72,11,6,77,11,11,Adelaide Oval,2024-04-07 16:40:00,4,0,2024,17,22,5,230,234,2024-04-07 17:10:00,-5,6.0,9.0,66.71,74.37,16,13,Away,Home,-17.16,6.2,-12.01,12.73,-15.19,3.16,-8.97,10.75,-5.84,0.47
4125,2063,Collingwood,Hawthorn,77,11,11,72,11,6,Adelaide Oval,2024-04-07 16:40:00,4,0,2024,22,17,5,234,230,2024-04-07 17:10:00,5,9.0,6.0,74.37,66.71,13,16,Home,Away,-12.01,12.73,-17.16,6.2,-8.97,10.75,-15.19,3.16,5.84,0.53
4126,2064,Melbourne,Brisbane Lions,60,8,12,82,12,10,M.C.G.,2024-04-11 19:30:00,5,0,2024,20,22,2,232,231,2024-04-11 19:30:00,-22,6.0,6.0,58.16,83.02,119,19,Home,Away,0.09,9.6,11.95,19.49,-5.24,7.77,13.79,24.82,-10.88,0.44
4127,2064,Brisbane Lions,Melbourne,82,12,10,60,8,12,M.C.G.,2024-04-11 19:30:00,5,0,2024,22,20,2,231,232,2024-04-11 19:30:00,22,6.0,6.0,83.02,58.16,19,119,Away,Home,11.95,19.49,0.09,9.6,13.79,24.82,-5.24,7.77,10.88,0.56
4128,2065,Western Bulldogs,Essendon,67,9,13,96,15,6,Docklands,2024-04-12 19:40:00,5,0,2024,22,21,1,232,225,2024-04-12 19:40:00,-29,5.0,6.0,81.82,81.91,104,71,Home,Away,20.71,7.93,-13.02,-6.92,15.44,0.72,-5.81,-1.65,24.29,0.62
4129,2065,Essendon,Western Bulldogs,96,15,6,67,9,13,Docklands,2024-04-12 19:40:00,5,0,2024,21,22,1,225,232,2024-04-12 19:40:00,29,6.0,5.0,81.91,81.82,71,104,Away,Home,-13.02,-6.92,20.71,7.93,-5.81,-1.65,15.44,0.72,-24.29,0.38
4130,2066,St Kilda,Greater Western Sydney,79,12,7,80,11,14,Manuka Oval,2024-04-13 13:45:00,5,0,2024,19,25,6,223,236,2024-04-13 13:45:00,-1,5.0,6.0,80.84,82.98,3,16,Away,Home,-9.14,19.14,26.6,0.04,-5.49,18.66,27.09,-3.61,-8.32,0.46
4131,2066,Greater Western Sydney,St Kilda,80,11,14,79,12,7,Manuka Oval,2024-04-13 13:45:00,5,0,2024,25,19,6,236,223,2024-04-13 13:45:00,1,6.0,5.0,82.98,80.84,16,3,Home,Away,26.6,0.04,-9.14,19.14,27.09,-3.61,-5.49,18.66,8.32,0.54
4132,2067,Adelaide,Carlton,100,16,4,98,14,14,Docklands,2024-04-13 16:35:00,5,0,2024,20,28,8,227,223,2024-04-13 16:35:00,2,8.0,7.0,95.04,95.16,22,64,Away,Home,-8.92,2.21,20.14,0.77,2.13,-1.83,24.19,-10.28,-13.81,0.43
4133,2067,Carlton,Adelaide,98,14,14,100,16,4,Docklands,2024-04-13 16:35:00,5,0,2024,28,20,8,223,227,2024-04-13 16:35:00,-2,7.0,8.0,95.16,95.04,64,22,Home,Away,20.14,0.77,-8.92,2.21,24.19,-10.28,2.13,-1.83,13.81,0.57
4134,2068,Port Adelaide,Fremantle,66,9,12,63,9,9,Adelaide Oval,2024-04-13 19:00:00,5,0,2024,21,18,3,230,226,2024-04-13 19:30:00,3,7.0,7.0,76.94,61.35,126,15,Home,Away,37.5,27.38,2.49,20.71,32.5,29.7,0.18,25.72,20.84,0.61
4135,2068,Fremantle,Port Adelaide,63,9,9,66,9,12,Adelaide Oval,2024-04-13 19:00:00,5,0,2024,18,21,3,226,230,2024-04-13 19:30:00,-3,7.0,7.0,61.35,76.94,15,126,Away,Home,2.49,20.71,37.5,27.38,0.18,25.72,32.5,29.7,-20.84,0.39
4136,2069,Hawthorn,Gold Coast,56,8,8,109,16,13,Carrara,2024-04-13 19:30:00,5,0,2024,16,29,13,231,220,2024-04-13 19:30:00,-53,6.0,6.0,51.88,82.58,5,97,Away,Home,-15.19,3.16,-2.75,-5.84,-26.33,-0.54,0.94,5.3,-1.72,0.49
4137,2069,Gold Coast,Hawthorn,109,16,13,56,8,8,Carrara,2024-04-13 19:30:00,5,0,2024,29,16,13,220,231,2024-04-13 19:30:00,53,6.0,6.0,82.58,51.88,97,5,Home,Away,-2.75,-5.84,-15.19,3.16,0.94,5.3,-26.33,-0.54,1.72,0.51
4138,2070,North Melbourne,Geelong,64,10,4,139,21,13,Kardinia Park,2024-04-14 13:00:00,5,0,2024,14,34,20,226,241,2024-04-14 13:00:00,-75,8.0,7.0,55.16,125.36,5,49,Away,Home,-29.62,-78.67,16.19,-10.87,-36.67,-78.47,16.0,-3.82,-56.8,0.23
4139,2070,Geelong,North Melbourne,139,21,13,64,10,4,Kardinia Park,2024-04-14 13:00:00,5,0,2024,34,14,20,241,226,2024-04-14 13:00:00,75,7.0,8.0,125.36,55.16,49,5,Home,Away,16.19,-10.87,-29.62,-78.67,16.0,-3.82,-36.67,-78.47,56.8,0.77
4140,2071,Richmond,West Coast,70,10,10,109,16,13,Perth Stadium,2024-04-14 14:00:00,5,0,2024,20,29,9,236,232,2024-04-14 16:00:00,-39,7.0,8.0,72.9,112.24,8,61,Away,Home,-14.01,-10.47,-17.47,-25.04,-19.61,-29.62,1.67,-19.43,9.02,0.55
4141,2071,West Coast,Richmond,109,16,13,70,10,10,Perth Stadium,2024-04-14 14:00:00,5,0,2024,29,20,9,232,236,2024-04-14 16:00:00,39,8.0,7.0,112.24,72.9,61,8,Home,Away,-17.47,-25.04,-14.01,-10.47,1.67,-19.43,-19.61,-29.62,-9.02,0.45
4142,2072,St Kilda,Western Bulldogs,64,9,10,124,19,10,Docklands,2024-04-18 19:30:00,6,0,2024,19,29,10,224,233,2024-04-18 19:30:00,-60,5.0,5.0,72.52,105.52,108,105,Home,Away,-5.49,18.66,15.44,0.72,-6.69,5.76,28.34,1.93,-1.5,0.49
4143,2072,Western Bulldogs,St Kilda,124,19,10,64,9,10,Docklands,2024-04-18 19:30:00,6,0,2024,29,19,10,233,224,2024-04-18 19:30:00,60,5.0,5.0,105.52,72.52,105,108,Away,Home,15.44,0.72,-5.49,18.66,28.34,1.93,-6.69,5.76,1.5,0.51
4144,2073,Adelaide,Essendon,75,11,9,78,10,18,Adelaide Oval,2024-04-19 19:10:00,6,0,2024,20,28,8,228,226,2024-04-19 19:40:00,-3,6.0,7.0,62.98,84.23,123,15,Home,Away,2.13,-1.83,-5.81,-1.65,-5.59,-5.36,-2.27,6.07,3.88,0.52
4145,2073,Essendon,Adelaide,78,10,18,75,11,9,Adelaide Oval,2024-04-19 19:10:00,6,0,2024,28,20,8,226,228,2024-04-19 19:40:00,3,7.0,6.0,84.23,62.98,15,123,Away,Home,-5.81,-1.65,2.13,-1.83,-2.27,6.07,-5.59,-5.36,-3.88,0.48
4146,2074,Port Adelaide,Collingwood,81,12,9,123,17,21,M.C.G.,2024-04-20 13:45:00,6,0,2024,21,38,17,231,235,2024-04-20 13:45:00,-42,6.0,12.0,73.37,122.18,21,140,Away,Home,32.5,29.7,-8.97,10.75,25.41,1.41,19.32,17.84,30.21,0.65
4147,2074,Collingwood,Port Adelaide,123,17,21,81,12,9,M.C.G.,2024-04-20 13:45:00,6,0,2024,38,21,17,235,231,2024-04-20 13:45:00,42,12.0,6.0,122.18,73.37,140,21,Home,Away,-8.97,10.75,32.5,29.7,19.32,17.84,25.41,1.41,-30.21,0.35
4148,2075,Carlton,Greater Western Sydney,117,17,15,98,15,8,Docklands,2024-04-20 16:35:00,6,0,2024,32,23,9,224,237,2024-04-20 16:35:00,19,7.0,7.0,116.94,89.56,65,25,Home,Away,24.19,-10.28,27.09,-3.61,35.25,-6.94,23.75,-14.67,-4.79,0.47
4149,2075,Greater Western Sydney,Carlton,98,15,8,117,17,15,Docklands,2024-04-20 16:35:00,6,0,2024,23,32,9,237,224,2024-04-20 16:35:00,-19,7.0,7.0,89.56,116.94,25,65,Away,Home,27.09,-3.61,24.19,-10.28,23.75,-14.67,35.25,-6.94,4.79,0.53
4150,2076,West Coast,Fremantle,105,16,9,68,10,8,Perth Stadium,2024-04-20 18:10:00,6,0,2024,25,18,7,233,227,2024-04-20 20:10:00,37,6.0,7.0,91.12,64.22,62,57,Home,Away,1.67,-19.43,0.18,25.72,12.78,-8.73,-10.53,14.61,-21.83,0.39
4151,2076,Fremantle,West Coast,68,10,8,105,16,9,Perth Stadium,2024-04-20 18:10:00,6,0,2024,18,25,7,227,233,2024-04-20 20:10:00,-37,7.0,6.0,64.22,91.12,57,62,Away,Home,0.18,25.72,1.67,-19.43,-10.53,14.61,12.78,-8.73,21.83,0.61
4152,2077,Brisbane Lions,Geelong,37,4,13,63,9,9,Gabba,2024-04-20 19:30:00,6,0,2024,17,18,1,232,242,2024-04-20 19:30:00,-26,9.0,6.0,50.42,60.18,117,13,Home,Away,13.79,24.82,16.0,-3.82,-2.66,30.98,9.83,12.63,13.21,0.57
4153,2077,Geelong,Brisbane Lions,63,9,9,37,4,13,Gabba,2024-04-20 19:30:00,6,0,2024,18,17,1,242,232,2024-04-20 19:30:00,26,6.0,9.0,60.18,50.42,13,117,Away,Home,16.0,-3.82,13.79,24.82,9.83,12.63,-2.66,30.98,-13.21,0.43
4154,2078,Gold Coast,Sydney,57,8,9,110,17,8,S.C.G.,2024-04-21 13:05:00,6,0,2024,17,25,8,221,238,2024-04-21 13:05:00,-53,7.0,14.0,57.26,81.45,9,101,Away,Home,0.94,5.3,17.32,-17.31,-12.58,6.59,16.02,-3.79,3.12,0.52
4155,2078,Sydney,Gold Coast,110,17,8,57,8,9,S.C.G.,2024-04-21 13:05:00,6,0,2024,25,17,8,238,221,2024-04-21 13:05:00,53,14.0,7.0,81.45,57.26,101,9,Home,Away,17.32,-17.31,0.94,5.3,16.02,-3.79,-12.58,6.59,-3.12,0.48
4156,2079,North Melbourne,Hawthorn,68,10,8,113,17,11,Docklands,2024-04-21 16:05:00,6,0,2024,18,28,10,227,232,2024-04-21 16:05:00,-45,7.0,7.0,64.25,101.24,95,30,Home,Away,-36.67,-78.47,-26.33,-0.54,-34.89,-77.05,-27.75,-2.32,-44.14,0.28
