,MasterGame,Team1,Team2,T1S,T1G,T1B,T2S,T2G,T2B,venue,localtime,round,is_final,year,T1SS,T2SS,ssmargin,Own_Game_Number,Opp_Game_Number,date,Margin,T1_Days_Since_Last_Game,T2_Days_Since_Last_Game,T1_Xscore,T2_Xscore,T1_Game_at_Venue,T2_Game_at_Venue,T1status,T2status,Previous_Own_Orating,Previous_Own_Drating,Previous_Opp_Orating,Previous_Opp_Drating,New_Own_Orating,New_Own_Drating,New_Opp_Orating,New_Opp_Drating,Expected_Margin,Win_Prob
791,396,Richmond,North Melbourne,108,16,12,67,10,7,Docklands,2015-09-04 19:50:00,23,0,2015,28,17,11,45,47,2015-09-04 19:50:00,41,6.0,6.0,98.2,55.0,6,22,Home,Away,-5.23,20.77,15.84,2.81,-4.52,22.11,14.5,2.09,-1.55,0.49
792,397,Geelong,Adelaide,119,17,17,80,11,14,GMHBA Stadium,2015-09-05 13:05:00,23,0,2015,34,25,9,45,43,2015-09-05 13:05:00,39,7.0,5.0,135.81,69.95,15,2,Home,Away,0.77,4.03,16.62,-3.09,2.95,5.08,15.56,-5.26,-4.36,0.48
793,397,Adelaide,Geelong,80,11,14,119,17,17,GMHBA Stadium,2015-09-05 13:05:00,23,0,2015,25,34,9,43,45,2015-09-05 13:05:00,-39,5.0,7.0,69.95,135.81,2,15,Away,Home,16.62,-3.09,0.77,4.03,15.56,-5.26,2.95,5.08,4.36,0.52
794,398,Western Bulldogs,Brisbane Lions,122,19,8,130,19,16,Gabba,2015-09-05 13:45:00,23,0,2015,27,35,8,44,44,2015-09-05 13:45:00,-8,6.0,6.0,107.42,130.74,1,22,Away,Home,5.27,15.42,-42.95,-26.78,5.49,12.05,-39.58,-27.0,45.21,0.72
795,398,Brisbane Lions,Western Bulldogs,130,19,16,122,19,8,Gabba,2015-09-05 13:45:00,23,0,2015,35,27,8,44,44,2015-09-05 13:45:00,8,6.0,6.0,130.74,107.42,22,1,Home,Away,-42.95,-26.78,5.27,15.42,-39.58,-27.0,5.49,12.05,-45.21,0.28
796,399,Port Adelaide,Fremantle,122,18,14,53,8,5,Adelaide Oval,2015-09-05 15:20:00,23,0,2015,32,13,19,47,46,2015-09-05 15:50:00,69,6.0,5.0,115.01,54.11,25,3,Home,Away,-7.33,4.02,-9.24,40.47,-4.93,5.21,-10.43,38.07,-17.27,0.41
797,399,Fremantle,Port Adelaide,53,8,5,122,18,14,Adelaide Oval,2015-09-05 15:20:00,23,0,2015,13,32,19,46,47,2015-09-05 15:50:00,-69,5.0,6.0,54.11,115.01,3,25,Away,Home,-9.24,40.47,-7.33,4.02,-10.43,38.07,-4.93,5.21,17.27,0.59
798,400,Hawthorn,Carlton,113,17,11,56,8,8,M.C.G.,2015-09-05 16:40:00,23,0,2015,28,16,12,47,44,2015-09-05 16:40:00,57,7.0,7.0,104.4,58.17,23,17,Home,Away,41.88,30.52,-27.13,-34.09,40.95,30.51,-27.12,-33.16,66.81,0.8
799,400,Carlton,Hawthorn,56,8,8,113,17,11,M.C.G.,2015-09-05 16:40:00,23,0,2015,16,28,12,44,47,2015-09-05 16:40:00,-57,7.0,7.0,58.17,104.4,17,23,Away,Home,-27.13,-34.09,41.88,30.52,-27.12,-33.16,40.95,30.51,-66.81,0.2
800,401,St Kilda,West Coast,30,4,6,125,18,17,Subiaco,2015-09-05 17:40:00,23,0,2015,10,35,25,44,44,2015-09-05 19:40:00,-95,6.0,6.0,36.81,140.8,2,24,Away,Home,-6.54,-12.24,33.89,32.24,-7.94,-13.67,35.31,33.65,-42.46,0.29
801,401,West Coast,St Kilda,125,18,17,30,4,6,Subiaco,2015-09-05 17:40:00,23,0,2015,35,10,25,44,44,2015-09-05 19:40:00,95,6.0,6.0,140.8,36.81,24,2,Home,Away,33.89,32.24,-6.54,-12.24,35.31,33.65,-7.94,-13.67,42.46,0.71
802,402,Gold Coast,Sydney,64,9,10,127,19,13,S.C.G.,2015-09-05 19:20:00,23,0,2015,19,32,13,44,47,2015-09-05 19:20:00,-63,7.0,6.0,70.21,114.42,1,16,Away,Home,-26.59,-22.59,1.66,23.14,-26.2,-23.31,2.38,22.76,-36.99,0.32
803,402,Sydney,Gold Coast,127,19,13,64,9,10,S.C.G.,2015-09-05 19:20:00,23,0,2015,32,19,13,47,44,2015-09-05 19:20:00,63,6.0,7.0,114.42,70.21,16,1,Home,Away,1.66,23.14,-26.59,-22.59,2.38,22.76,-26.2,-23.31,36.99,0.68
804,403,Melbourne,Greater Western Sydney,103,15,13,77,11,11,Docklands,2015-09-06 13:10:00,23,0,2015,28,22,6,44,44,2015-09-06 13:10:00,26,6.0,7.0,106.99,83.0,7,6,Home,Away,-23.53,-0.4,-6.17,0.8,-22.04,-0.36,-6.21,-0.69,-9.28,0.45
805,403,Greater Western Sydney,Melbourne,77,11,11,103,15,13,Docklands,2015-09-06 13:10:00,23,0,2015,22,28,6,44,44,2015-09-06 13:10:00,-26,7.0,6.0,83.0,106.99,6,7,Away,Home,-6.17,0.8,-23.53,-0.4,-6.21,-0.69,-22.04,-0.36,9.28,0.55
806,404,Collingwood,Essendon,92,14,8,95,14,11,M.C.G.,2015-09-06 15:20:00,23,0,2015,22,25,3,44,45,2015-09-06 15:20:00,-3,8.0,7.0,78.86,91.0,28,16,Home,Away,1.01,3.25,-26.61,-13.91,0.31,2.37,-25.73,-13.2,22.39,0.62
807,404,Essendon,Collingwood,95,14,11,92,14,8,M.C.G.,2015-09-06 15:20:00,23,0,2015,25,22,3,45,44,2015-09-06 15:20:00,3,7.0,8.0,91.0,78.86,16,28,Away,Home,-26.61,-13.91,1.01,3.25,-25.73,-13.2,0.31,2.37,-22.39,0.38
808,405,West Coast,Hawthorn,96,14,12,64,9,10,Subiaco,2015-09-11 18:20:00,24,3,2015,26,19,7,45,48,2015-09-11 20:20:00,32,6.0,6.0,90.39,67.67,25,3,Home,Away,35.31,33.65,40.95,30.51,35.36,34.56,40.03,30.46,-1.25,0.49
809,405,Hawthorn,West Coast,64,9,10,96,14,12,Subiaco,2015-09-11 18:20:00,24,3,2015,19,26,7,48,45,2015-09-11 20:20:00,-32,6.0,6.0,67.67,90.39,3,25,Away,Home,40.95,30.51,35.31,33.65,40.03,30.46,35.36,34.56,1.25,0.51
810,406,Sydney,Fremantle,60,7,18,69,10,9,Subiaco,2015-09-12 13:20:00,24,3,2015,25,19,6,48,47,2015-09-12 15:20:00,-9,6.0,6.0,80.9,61.38,4,26,Away,Home,2.38,22.76,-10.43,38.07,2.86,23.11,-10.78,37.59,-1.25,0.49
811,406,Fremantle,Sydney,69,10,9,60,7,18,Subiaco,2015-09-12 13:20:00,24,3,2015,19,25,6,47,48,2015-09-12 15:20:00,9,6.0,6.0,61.38,80.9,26,4,Home,Away,-10.43,38.07,2.38,22.76,-10.78,37.59,2.86,23.11,1.25,0.51
812,407,Adelaide,Western Bulldogs,109,16,13,102,14,18,M.C.G.,2015-09-12 19:20:00,24,2,2015,29,32,3,44,45,2015-09-12 19:20:00,7,7.0,7.0,99.76,108.76,4,4,Away,Home,15.56,-5.26,5.49,12.05,16.02,-5.94,6.16,11.6,-3.62,0.48
813,407,Western Bulldogs,Adelaide,102,14,18,109,16,13,M.C.G.,2015-09-12 19:20:00,24,2,2015,32,29,3,45,44,2015-09-12 19:20:00,-7,7.0,7.0,108.76,99.76,4,4,Home,Away,5.49,12.05,15.56,-5.26,6.16,11.6,16.02,-5.94,3.62,0.52
814,408,Richmond,North Melbourne,88,14,4,105,15,15,M.C.G.,2015-09-13 15:20:00,24,2,2015,18,30,12,46,48,2015-09-13 15:20:00,-17,8.0,8.0,70.52,98.87,27,7,Home,Away,-4.52,22.11,14.5,2.09,-5.03,21.47,15.14,2.6,0.5,0.5
815,408,North Melbourne,Richmond,105,15,15,88,14,4,M.C.G.,2015-09-13 15:20:00,24,2,2015,30,18,12,48,46,2015-09-13 15:20:00,17,8.0,8.0,98.87,70.52,7,27,Away,Home,14.5,2.09,-4.52,22.11,15.14,2.6,-5.03,21.47,-0.5,0.5
816,409,Adelaide,Hawthorn,61,8,13,135,21,9,M.C.G.,2015-09-18 19:50:00,25,4,2015,21,30,9,45,49,2015-09-18 19:50:00,-74,6.0,6.0,65.11,111.4,5,24,Away,Home,16.02,-5.94,40.03,30.46,15.51,-5.99,40.09,30.96,-30.2,0.35
817,409,Hawthorn,Adelaide,135,21,9,61,8,13,M.C.G.,2015-09-18 19:50:00,25,4,2015,30,21,9,49,45,2015-09-18 19:50:00,74,6.0,6.0,111.4,65.11,24,5,Home,Away,40.03,30.46,16.02,-5.94,40.09,30.96,15.51,-5.99,30.2,0.65
818,410,Sydney,North Melbourne,51,7,9,77,11,11,Stadium Australia,2015-09-19 19:20:00,25,4,2015,16,22,6,49,49,2015-09-19 19:20:00,-26,7.0,6.0,51.95,83.92,9,2,Home,Away,2.86,23.11,15.14,2.6,1.64,23.07,15.18,3.83,4.11,0.52
819,410,North Melbourne,Sydney,77,11,11,51,7,9,Stadium Australia,2015-09-19 19:20:00,25,4,2015,22,16,6,49,49,2015-09-19 19:20:00,26,6.0,7.0,83.92,51.95,2,9,Away,Home,15.14,2.6,2.86,23.11,15.18,3.83,1.64,23.07,-4.11,0.48
820,411,Hawthorn,Fremantle,94,15,4,67,10,7,Subiaco,2015-09-25 18:20:00,26,5,2015,19,17,2,50,48,2015-09-25 20:20:00,27,7.0,13.0,69.18,64.11,4,27,Away,Home,40.09,30.96,-10.78,37.59,39.52,31.02,-10.83,38.17,22.12,0.61
821,411,Fremantle,Hawthorn,67,10,7,94,15,4,Subiaco,2015-09-25 18:20:00,26,5,2015,17,19,2,48,50,2015-09-25 20:20:00,-27,13.0,7.0,64.11,69.18,27,4,Home,Away,-10.78,37.59,40.09,30.96,-10.83,38.17,39.52,31.02,-22.12,0.39
822,412,North Melbourne,West Coast,55,7,13,80,10,20,Subiaco,2015-09-26 17:45:00,26,5,2015,20,30,10,50,46,2015-09-26 19:45:00,-25,7.0,14.0,61.88,103.85,4,26,Away,Home,15.18,3.83,35.36,34.56,14.72,3.79,35.41,35.02,-25.45,0.37
823,412,West Coast,North Melbourne,80,10,20,55,7,13,Subiaco,2015-09-26 17:45:00,26,5,2015,30,20,10,46,50,2015-09-26 19:45:00,25,14.0,7.0,103.85,61.88,26,4,Home,Away,35.36,34.56,15.18,3.83,35.41,35.02,14.72,3.79,25.45,0.63
824,413,Hawthorn,West Coast,107,16,11,61,8,13,M.C.G.,2015-10-03 14:30:00,27,6,2015,27,21,6,51,47,2015-10-03 14:30:00,46,7.0,6.0,90.58,72.04,25,4,Home,Away,39.52,31.02,35.41,35.02,39.56,31.47,34.96,34.98,0.05,0.5
825,413,West Coast,Hawthorn,61,8,13,107,16,11,M.C.G.,2015-10-03 14:30:00,27,6,2015,21,27,6,47,51,2015-10-03 14:30:00,-46,6.0,7.0,72.04,90.58,4,25,Away,Home,35.41,35.02,39.52,31.02,34.96,34.98,39.56,31.47,-0.05,0.5
826,414,Carlton,Richmond,83,12,11,92,14,8,M.C.G.,2016-03-24 19:20:00,1,0,2016,23,22,1,45,47,2016-03-24 19:20:00,-9,201.0,193.0,78.75,82.14,18,28,Away,Home,-27.12,-33.16,-5.03,21.47,-12.76,-16.93,-21.26,7.11,-38.36,0.31
827,414,Richmond,Carlton,92,14,8,83,12,11,M.C.G.,2016-03-24 19:20:00,1,0,2016,22,23,1,47,45,2016-03-24 19:20:00,9,193.0,201.0,82.14,78.75,28,18,Home,Away,-5.03,21.47,-27.12,-33.16,-21.26,7.11,-12.76,-16.93,38.36,0.69
828,415,Melbourne,Greater Western Sydney,80,12,8,78,10,18,M.C.G.,2016-03-26 13:40:00,1,0,2016,20,28,8,45,45,2016-03-26 13:40:00,2,202.0,202.0,68.73,102.0,26,6,Home,Away,-15.43,-0.25,-4.35,-0.48,-24.55,-15.48,10.88,8.64,-5.42,0.47
829,415,Greater Western Sydney,Melbourne,78,10,18,80,12,8,M.C.G.,2016-03-26 13:40:00,1,0,2016,28,20,8,45,45,2016-03-26 13:40:00,-2,202.0,202.0,102.0,68.73,6,26,Away,Home,-4.35,-0.48,-15.43,-0.25,10.88,8.64,-24.55,-15.48,5.42,0.53
830,416,Gold Coast,Essendon,121,17,19,60,9,6,Carrara,2016-03-26 14:35:00,1,0,2016,36,15,21,45,46,2016-03-26 15:35:00,61,202.0,202.0,128.4,52.0,23,2,Home,Away,-18.34,-16.31,-18.01,-9.24,22.19,13.22,-47.55,-49.77,-3.7,0.48
831,416,Essendon,Gold Coast,60,9,6,121,17,19,Carrara,2016-03-26 14:35:00,1,0,2016,15,36,21,46,45,2016-03-26 15:35:00,-61,202.0,202.0,52.0,128.4,2,23,Away,Home,-18.01,-9.24,-18.34,-16.31,-47.55,-49.77,22.19,13.22,3.7,0.52
832,417,North Melbourne,Adelaide,107,16,11,97,14,13,Docklands,2016-03-26 19:25:00,1,0,2016,27,27,0,51,46,2016-03-26 19:25:00,10,181.0,189.0,94.77,106.33,23,7,Home,Away,10.3,2.65,10.86,-4.2,11.09,-10.99,24.51,-4.98,3.15,0.52
833,417,Adelaide,North Melbourne,97,14,13,107,16,11,Docklands,2016-03-26 19:25:00,1,0,2016,27,27,0,46,51,2016-03-26 19:25:00,-10,189.0,181.0,106.33,94.77,7,23,Away,Home,10.86,-4.2,10.3,2.65,24.51,-4.98,11.09,-10.99,-3.15,0.48
834,418,Sydney,Collingwood,133,18,25,53,7,11,S.C.G.,2016-03-26 19:25:00,1,0,2016,43,18,25,50,45,2016-03-26 19:25:00,80,189.0,202.0,137.27,57.87,17,2,Home,Away,1.15,16.15,0.22,1.66,45.67,34.33,-17.97,-42.86,7.71,0.54
835,418,Collingwood,Sydney,53,7,11,133,18,25,S.C.G.,2016-03-26 19:25:00,1,0,2016,18,43,25,45,50,2016-03-26 19:25:00,-80,202.0,189.0,57.87,137.27,2,17,Away,Home,0.22,1.66,1.15,16.15,-17.97,-42.86,45.67,34.33,-7.71,0.46
836,419,Fremantle,Western Bulldogs,38,5,8,103,15,13,Docklands,2016-03-27 13:10:00,1,0,2016,13,28,15,49,46,2016-03-27 13:10:00,-65,183.0,196.0,49.05,108.47,7,28,Away,Home,-7.58,26.72,4.31,8.12,-33.63,-2.14,33.17,34.16,3.35,0.52
837,419,Western Bulldogs,Fremantle,103,15,13,38,5,8,Docklands,2016-03-27 13:10:00,1,0,2016,28,13,15,46,49,2016-03-27 13:10:00,65,196.0,183.0,108.47,49.05,28,7,Home,Away,4.31,8.12,-7.58,26.72,33.17,34.16,-33.63,-2.14,-3.35,0.48
838,420,Brisbane Lions,West Coast,102,15,12,166,26,10,Subiaco,2016-03-27 13:40:00,1,0,2016,27,36,9,45,48,2016-03-27 16:40:00,-64,204.0,176.0,101.54,154.18,3,27,Away,Home,-27.7,-18.9,24.47,24.48,8.09,-58.95,64.52,-11.31,-47.78,0.27
839,420,West Coast,Brisbane Lions,166,26,10,102,15,12,Subiaco,2016-03-27 13:40:00,1,0,2016,36,27,9,48,45,2016-03-27 16:40:00,64,176.0,204.0,154.18,101.54,27,3,Home,Away,24.47,24.48,-27.7,-18.9,64.52,-11.31,8.09,-58.95,47.78,0.73
840,421,St Kilda,Port Adelaide,100,15,10,133,20,13,Adelaide Oval,2016-03-27 14:20:00,1,0,2016,25,33,8,45,48,2016-03-27 14:50:00,-33,203.0,203.0,87.33,130.39,5,26,Away,Home,-5.56,-9.57,-3.45,3.65,-0.93,-45.16,32.14,-0.99,-7.66,0.46
841,421,Port Adelaide,St Kilda,133,20,13,100,15,10,Adelaide Oval,2016-03-27 14:20:00,1,0,2016,33,25,8,48,45,2016-03-27 14:50:00,33,203.0,203.0,130.39,87.33,26,5,Home,Away,-3.45,3.65,-5.56,-9.57,32.14,-0.99,-0.93,-45.16,7.66,0.54
842,422,Geelong,Hawthorn,116,18,8,86,12,14,M.C.G.,2016-03-28 15:20:00,1,0,2016,26,26,0,46,52,2016-03-28 15:20:00,30,205.0,177.0,103.11,82.29,13,26,Home,Away,2.06,3.56,27.69,22.03,25.04,18.08,13.18,-0.95,-22.05,0.39
843,422,Hawthorn,Geelong,86,12,14,116,18,8,M.C.G.,2016-03-28 15:20:00,1,0,2016,26,26,0,52,46,2016-03-28 15:20:00,-30,177.0,205.0,82.29,103.11,26,13,Away,Home,27.69,22.03,2.06,3.56,13.18,-0.95,25.04,18.08,22.05,0.61
844,423,Richmond,Collingwood,86,12,14,87,13,9,M.C.G.,2016-04-01 19:50:00,2,0,2016,26,22,4,48,46,2016-04-01 19:50:00,-1,8.0,6.0,98.44,76.93,29,29,Away,Home,-14.88,4.98,-17.97,-42.86,-16.72,3.79,-16.78,-41.02,25.46,0.63
845,423,Collingwood,Richmond,87,13,9,86,12,14,M.C.G.,2016-04-01 19:50:00,2,0,2016,22,26,4,46,48,2016-04-01 19:50:00,1,6.0,8.0,76.93,98.44,29,29,Home,Away,-17.97,-42.86,-14.88,4.98,-16.78,-41.02,-16.72,3.79,-25.46,0.37
846,424,Port Adelaide,Adelaide,86,11,20,144,22,12,Adelaide Oval,2016-04-02 12:45:00,2,0,2016,31,34,3,49,47,2016-04-02 13:15:00,-58,5.0,6.0,116.52,131.68,27,24,Away,Home,32.14,-0.99,24.51,-4.98,40.64,-25.53,49.05,-13.48,5.82,0.53
847,424,Adelaide,Port Adelaide,144,22,12,86,11,20,Adelaide Oval,2016-04-02 12:45:00,2,0,2016,34,31,3,47,49,2016-04-02 13:15:00,58,6.0,5.0,131.68,116.52,24,27,Home,Away,24.51,-4.98,32.14,-0.99,49.05,-13.48,40.64,-25.53,-5.82,0.47
848,425,Gold Coast,Fremantle,126,19,12,100,14,16,Subiaco,2016-04-02 13:40:00,2,0,2016,31,30,1,46,50,2016-04-02 16:40:00,26,7.0,6.0,121.44,117.39,4,28,Away,Home,22.19,13.22,-33.63,-2.14,39.29,-28.01,7.6,-19.25,35.59,0.68
849,425,Fremantle,Gold Coast,100,14,16,126,19,12,Subiaco,2016-04-02 13:40:00,2,0,2016,30,31,1,50,46,2016-04-02 16:40:00,-26,6.0,7.0,117.39,121.44,28,4,Home,Away,-33.63,-2.14,22.19,13.22,7.6,-19.25,39.29,-28.01,-35.59,0.32
850,426,Melbourne,Essendon,67,10,7,80,11,14,M.C.G.,2016-04-02 14:10:00,2,0,2016,17,25,8,46,47,2016-04-02 14:10:00,-13,7.0,6.0,65.8,80.8,27,17,Away,Home,-24.55,-15.48,-47.55,-49.77,-50.35,-23.07,-39.96,-23.97,28.64,0.65
851,426,Essendon,Melbourne,80,11,14,67,10,7,M.C.G.,2016-04-02 14:10:00,2,0,2016,25,17,8,47,46,2016-04-02 14:10:00,13,6.0,7.0,80.8,65.8,17,27,Home,Away,-47.55,-49.77,-24.55,-15.48,-39.96,-23.97,-50.35,-23.07,-28.64,0.35
852,427,Brisbane Lions,North Melbourne,83,11,17,117,17,15,Gabba,2016-04-02 14:35:00,2,0,2016,28,32,4,46,52,2016-04-02 15:35:00,-34,5.0,6.0,90.03,129.74,23,3,Home,Away,8.09,-58.95,11.09,-10.99,3.19,-64.94,17.08,-6.1,-25.47,0.37
853,427,North Melbourne,Brisbane Lions,117,17,15,83,11,17,Gabba,2016-04-02 14:35:00,2,0,2016,32,28,4,52,46,2016-04-02 15:35:00,34,6.0,5.0,129.74,90.03,3,23,Away,Home,11.09,-10.99,8.09,-58.95,17.08,-6.1,3.19,-64.94,25.47,0.63
854,428,Western Bulldogs,St Kilda,93,13,15,36,5,6,Docklands,2016-04-02 19:25:00,2,0,2016,28,11,17,47,46,2016-04-02 19:25:00,57,6.0,6.0,83.74,42.76,29,25,Away,Home,33.17,34.16,-0.93,-45.16,0.73,54.57,-21.34,-12.72,56.71,0.77
855,428,St Kilda,Western Bulldogs,36,5,6,93,13,15,Docklands,2016-04-02 19:25:00,2,0,2016,11,28,17,46,47,2016-04-02 19:25:00,-57,6.0,6.0,42.76,83.74,25,29,Home,Away,-0.93,-45.16,33.17,34.16,-21.34,-12.72,0.73,54.57,-56.71,0.23
856,429,Geelong,Greater Western Sydney,76,11,10,89,13,11,Manuka Oval,2016-04-03 12:10:00,2,0,2016,21,24,3,47,46,2016-04-03 13:10:00,-13,5.0,7.0,67.6,76.56,1,1,Away,Home,25.04,18.08,10.88,8.64,3.98,23.26,5.7,29.7,11.8,0.56
857,429,Greater Western Sydney,Geelong,89,13,11,76,11,10,Manuka Oval,2016-04-03 12:10:00,2,0,2016,24,21,3,46,47,2016-04-03 13:10:00,13,7.0,5.0,76.56,67.6,1,1,Home,Away,10.88,8.64,25.04,18.08,5.7,29.7,3.98,23.26,-11.8,0.44
858,430,West Coast,Hawthorn,53,7,11,99,14,15,M.C.G.,2016-04-03 14:20:00,2,0,2016,18,29,11,49,53,2016-04-03 15:20:00,-46,6.0,6.0,62.31,99.22,5,27,Away,Home,64.52,-11.31,13.18,-0.95,20.65,-11.36,13.22,42.92,20.49,0.61
859,430,Hawthorn,West Coast,99,14,15,53,7,11,M.C.G.,2016-04-03 14:20:00,2,0,2016,29,18,11,53,49,2016-04-03 15:20:00,46,6.0,6.0,99.22,62.31,27,5,Home,Away,13.18,-0.95,64.52,-11.31,13.22,42.92,20.65,-11.36,-20.49,0.39
860,431,Carlton,Sydney,71,10,11,131,20,11,Docklands,2016-04-03 15:40:00,2,0,2016,21,31,10,46,51,2016-04-03 16:40:00,-60,9.0,7.0,76.75,123.6,17,5,Home,Away,-8.93,-11.85,45.67,34.33,-0.14,-17.93,51.75,25.54,-50.39,0.26
861,431,Sydney,Carlton,131,20,11,71,10,11,Docklands,2016-04-03 15:40:00,2,0,2016,31,21,10,51,46,2016-04-03 16:40:00,60,7.0,9.0,123.6,76.75,5,17,Away,Home,45.67,34.33,-8.93,-11.85,51.75,25.54,-0.14,-17.93,50.39,0.74
862,432,Port Adelaide,Essendon,112,17,10,51,7,9,Adelaide Oval,2016-04-08 17:50:00,3,0,2016,27,16,11,50,48,2016-04-08 19:20:00,61,6.0,6.0,109.74,54.86,28,2,Home,Away,40.64,-25.53,-39.96,-23.97,34.29,-8.9,-56.59,-17.62,39.52,0.7
863,432,Essendon,Port Adelaide,51,7,9,112,17,10,Adelaide Oval,2016-04-08 17:50:00,3,0,2016,16,27,11,48,50,2016-04-08 19:20:00,-61,6.0,6.0,54.86,109.74,2,28,Away,Home,-39.96,-23.97,40.64,-25.53,-56.59,-17.62,34.29,-8.9,-39.52,0.3
864,433,St Kilda,Collingwood,119,18,11,90,14,6,M.C.G.,2016-04-09 12:45:00,3,0,2016,29,20,9,47,47,2016-04-09 13:45:00,29,6.0,7.0,113.07,79.33,5,30,Home,Away,-21.34,-12.72,-16.78,-41.02,-10.42,-9.0,-20.5,-51.94,11.88,0.56
865,433,Collingwood,St Kilda,90,14,6,119,18,11,M.C.G.,2016-04-09 12:45:00,3,0,2016,20,29,9,47,47,2016-04-09 13:45:00,-29,7.0,6.0,79.33,113.07,30,5,Away,Home,-16.78,-41.02,-21.34,-12.72,-20.5,-51.94,-10.42,-9.0,-11.88,0.44
866,434,Richmond,Adelaide,92,13,14,128,19,14,Docklands,2016-04-09 13:10:00,3,0,2016,27,33,6,49,48,2016-04-09 14:10:00,-36,7.0,7.0,97.92,119.94,7,8,Home,Away,-16.72,3.79,49.05,-13.48,-8.3,-3.14,55.98,-21.9,-24.25,0.38
867,434,Adelaide,Richmond,128,19,14,92,13,14,Docklands,2016-04-09 13:10:00,3,0,2016,33,27,6,48,49,2016-04-09 14:10:00,36,7.0,7.0,119.94,97.92,8,7,Away,Home,49.05,-13.48,-16.72,3.79,55.98,-21.9,-8.3,-3.14,24.25,0.62
868,435,Fremantle,West Coast,59,8,11,92,12,20,Subiaco,2016-04-09 14:40:00,3,0,2016,19,32,13,51,50,2016-04-09 17:40:00,-33,7.0,6.0,69.34,105.31,29,28,Away,Home,7.6,-19.25,20.65,-11.36,-10.55,-18.16,19.56,6.8,-10.47,0.45
869,435,West Coast,Fremantle,92,12,20,59,8,11,Subiaco,2016-04-09 14:40:00,3,0,2016,32,19,13,50,51,2016-04-09 17:40:00,33,6.0,7.0,105.31,69.34,28,29,Home,Away,20.65,-11.36,7.6,-19.25,19.56,6.8,-10.55,-18.16,10.47,0.55
870,436,Greater Western Sydney,Sydney,68,10,8,93,14,9,S.C.G.,2016-04-09 15:35:00,3,0,2016,18,23,5,47,52,2016-04-09 16:35:00,-25,6.0,5.0,61.04,89.2,3,18,Away,Home,5.7,29.7,51.75,25.54,-5.03,35.61,45.84,36.28,-20.94,0.39
871,436,Sydney,Greater Western Sydney,93,14,9,68,10,8,S.C.G.,2016-04-09 15:35:00,3,0,2016,23,18,5,52,47,2016-04-09 16:35:00,25,5.0,6.0,89.2,61.04,18,3,Home,Away,51.75,25.54,5.7,29.7,45.84,36.28,-5.03,35.61,20.94,0.61
872,437,Carlton,Gold Coast,41,5,11,95,13,17,Carrara,2016-04-09 18:25:00,3,0,2016,16,30,14,47,47,2016-04-09 19:25:00,-54,6.0,7.0,55.3,103.41,1,24,Away,Home,-0.14,-17.93,39.29,-28.01,-30.65,-9.79,31.15,2.5,-14.68,0.42
873,437,Gold Coast,Carlton,95,13,17,41,5,11,Carrara,2016-04-09 18:25:00,3,0,2016,30,16,14,47,47,2016-04-09 19:25:00,54,7.0,6.0,103.41,55.3,24,1,Home,Away,39.29,-28.01,-0.14,-17.93,31.15,2.5,-30.65,-9.79,14.68,0.58
874,438,North Melbourne,Melbourne,136,21,10,131,20,11,Bellerive Oval,2016-04-10 12:10:00,3,0,2016,31,31,0,53,47,2016-04-10 13:10:00,5,7.0,7.0,118.31,110.62,6,1,Home,Away,17.08,-6.1,-50.35,-23.07,24.65,-36.76,-19.69,-30.64,42.2,0.71
875,438,Melbourne,North Melbourne,131,20,11,136,21,10,Bellerive Oval,2016-04-10 12:10:00,3,0,2016,31,31,0,47,53,2016-04-10 13:10:00,-5,7.0,7.0,110.62,118.31,1,6,Away,Home,-50.35,-23.07,17.08,-6.1,-19.69,-30.64,24.65,-36.76,-42.2,0.29
876,439,Hawthorn,Western Bulldogs,93,14,9,90,13,12,Docklands,2016-04-10 14:20:00,3,0,2016,23,25,2,54,48,2016-04-10 15:20:00,3,7.0,7.0,87.38,92.89,7,30,Away,Home,13.22,42.92,0.73,54.57,27.29,24.88,18.77,40.5,0.42,0.5
877,439,Western Bulldogs,Hawthorn,90,13,12,93,14,9,Docklands,2016-04-10 14:20:00,3,0,2016,25,23,2,48,54,2016-04-10 15:20:00,-3,7.0,7.0,92.89,87.38,30,7,Home,Away,0.73,54.57,13.22,42.92,18.77,40.5,27.29,24.88,-0.42,0.5
878,440,Geelong,Brisbane Lions,125,18,17,56,7,14,Kardinia Park,2016-04-10 15:40:00,3,0,2016,35,21,14,48,47,2016-04-10 16:40:00,69,7.0,8.0,126.18,74.91,1,1,Home,Away,3.98,23.26,3.19,-64.94,7.11,24.66,1.79,-68.07,44.49,0.72
879,440,Brisbane Lions,Geelong,56,7,14,125,18,17,Kardinia Park,2016-04-10 15:40:00,3,0,2016,21,35,14,47,48,2016-04-10 16:40:00,-69,8.0,7.0,74.91,126.18,1,1,Away,Home,3.19,-64.94,3.98,23.26,1.79,-68.07,7.11,24.66,-44.49,0.28
880,441,Richmond,West Coast,57,9,3,125,18,17,Subiaco,2016-04-15 15:10:00,4,0,2016,12,35,23,50,51,2016-04-15 18:10:00,-68,6.0,6.0,53.74,118.67,3,29,Away,Home,-8.3,-3.14,19.56,6.8,-23.37,-15.0,31.43,21.87,-18.9,0.4
